,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
10,11,20,2.3293172690763053,70.0,11200,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,1.5340909090909092,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,5,5,1965,1965,1.2697841726618706,1.1824817518248176,2.111267605633803,1.4761904761904763,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.0,1.0215827338129497,906,1.167832167832168,0,134,1040,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1040,0,0,1040,1,0,1,0,3,1,1.191304347826087,5,1.9470588235294117,0,,1.1990740740740742,1965.0,1.0,1,384,1.761658031088083,1.5740740740740742,1.518018018018018,0,0,0,0,0,0,,,,0,2,2008,1.3614821197759586,1.5384615384615385,129500
11,12,60,2.3293172690763053,85.0,11924,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.0,1.0,3.5795454545454546,1.3927227101631117,1.689922480620155,1.3168627450980392,1.7078651685393258,9,5,2005,2006,1.2697841726618706,1.1824817518248176,1.8126760563380282,1.3164285714285715,1.7758201438848922,286.0,4.432905775075988,2.187843137254902,1.9683149303888623,2.8392857142857144,2.578125,1.0,1.5377697841726619,998,1.167832167832168,0,177,1175,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1182,1142,0,2324,1,0,3,0,4,1,2.7543478260869567,11,1.9470588235294117,2,1.573764258555133,2.1064814814814814,2005.0,1.5925925925925926,3,736,1.761658031088083,1.5740740740740742,1.518018018018018,147,21,0,0,0,0,,,,0,7,2006,2.1322964239551916,2.351923076923077,345000
12,13,20,2.3293172690763053,,12968,1.4266958424507659,,1.5136986301369864,1.1685796269727404,1.1854545454545455,1.0,1.0,1.5340909090909092,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,5,6,1962,1962,1.2697841726618706,1.1824817518248176,2.111267605633803,1.5309523809523808,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.0,1.0737410071942446,737,1.167832167832168,0,175,912,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,912,0,0,912,1,0,1,0,2,1,1.191304347826087,4,1.9470588235294117,0,,1.1990740740740742,1962.0,1.0,1,352,1.761658031088083,1.5740740740740742,1.518018018018018,140,0,0,0,176,0,,,,0,9,2008,1.3614821197759586,1.5384615384615385,144000
13,14,20,2.3293172690763053,91.0,10652,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.0,1.0,2.2409090909090907,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,7,5,2006,2007,1.1510791366906474,1.1824817518248176,2.816901408450704,1.9054333333333333,1.7758201438848922,306.0,2.674772036474164,2.187843137254902,1.9683149303888623,1.7149107142857143,2.578125,1.2068181818181818,1.1636690647482015,0,1.167832167832168,0,1494,1494,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1494,0,0,1494,0,0,2,0,3,1,1.751304347826087,7,1.9470588235294117,1,1.573764258555133,1.712962962962963,2006.0,1.4074074074074074,3,840,1.761658031088083,1.5740740740740742,1.518018018018018,160,33,0,0,0,0,,,,0,8,2007,2.1322964239551916,2.351923076923077,279500
14,15,20,2.3293172690763053,,10920,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.0018942062336604,1.0,1.5909090909090908,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,6,5,1960,1960,1.2697841726618706,1.1824817518248176,1.9577464788732395,1.3214285714285714,1.3021582733812949,212.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.0,1.0007194244604316,733,1.167832167832168,0,520,1253,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,1253,0,0,1253,1,0,1,1,2,1,1.191304347826087,5,1.9470588235294117,1,1.2015209125475286,1.712962962962963,1960.0,1.4074074074074074,1,352,1.761658031088083,1.5740740740740742,1.518018018018018,0,213,176,0,0,0,,GdWo,,0,5,2008,1.3614821197759586,1.5384615384615385,157000
15,16,45,1.6131191432396252,51.0,6120,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0018942062336604,1.0,1.4125,1.3927227101631117,1.689922480620155,1.3168627450980392,1.0,7,8,1929,2001,1.1510791366906474,1.1824817518248176,1.9569507042253522,1.3142857142857143,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.2025924147863658,1.2098214285714286,2.578125,1.0,1.1636690647482015,0,1.167832167832168,0,832,832,2.268965517241379,2.2379310344827585,1.7142857142857142,1.8097014925373134,854,0,0,854,0,0,1,0,2,1,1.191304347826087,5,1.9470588235294117,0,,1.1990740740740742,1991.0,1.0,2,576,1.761658031088083,1.5740740740740742,1.518018018018018,48,112,0,0,0,0,,GdPrv,,0,7,2007,1.3614821197759586,1.5384615384615385,132000
16,17,20,2.3293172690763053,,11241,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.247746520765823,1.0,1.5909090909090908,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,6,7,1970,1970,1.1510791366906474,1.1824817518248176,1.9569507042253522,1.3142857142857143,1.3021582733812949,180.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.0,1.0737410071942446,578,1.167832167832168,0,426,1004,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1004,0,0,1004,1,0,1,0,2,1,1.191304347826087,5,1.9470588235294117,1,1.4258555133079849,1.712962962962963,1970.0,1.5925925925925926,2,480,1.761658031088083,1.5740740740740742,1.518018018018018,0,0,0,0,0,0,,,Shed,700,3,2010,1.3614821197759586,1.5384615384615385,149000
17,18,90,2.3293172690763053,72.0,10791,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,1.5340909090909092,1.3927227101631117,1.689922480620155,1.0665098039215686,1.3910112359550562,4,5,1967,1967,1.1510791366906474,1.1824817518248176,1.9577464788732395,1.3214285714285714,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.0,,,,,0,,0,0,0,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,1296,0,0,1296,0,0,2,0,2,2,1.191304347826087,6,1.9470588235294117,0,,1.0,1967.0,1.0,2,516,1.761658031088083,1.5740740740740742,1.518018018018018,0,0,0,0,0,0,,,Shed,500,10,2006,1.3614821197759586,1.5384615384615385,90000
18,19,20,2.3293172690763053,66.0,13695,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,2.044318181818182,1.191969887076537,1.689922480620155,1.3168627450980392,1.3910112359550562,5,5,2004,2004,1.1510791366906474,1.1824817518248176,2.816901408450704,1.9054333333333333,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.9683149303888623,1.2098214285714286,2.578125,1.0,1.5377697841726619,646,1.167832167832168,0,468,1114,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1114,0,0,1114,1,0,1,1,3,1,1.751304347826087,6,1.9470588235294117,0,,1.1990740740740742,2004.0,1.0,2,576,1.761658031088083,1.5740740740740742,1.518018018018018,0,102,0,0,0,0,,,,0,6,2008,1.3614821197759586,1.5384615384615385,159000
19,20,20,2.3293172690763053,70.0,7560,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,1.5909090909090908,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,5,6,1958,1965,1.2697841726618706,1.1824817518248176,2.334507042253521,1.5309523809523808,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.0,1.0,504,1.167832167832168,0,525,1029,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,1339,0,0,1339,0,0,1,0,3,1,1.191304347826087,6,1.6352941176470588,0,,1.712962962962963,1958.0,1.0,1,294,1.761658031088083,1.5740740740740742,1.518018018018018,0,0,0,0,0,0,,MnPrv,,0,5,2009,1.1977595863851789,1.25,139000
20,21,60,2.3293172690763053,101.0,14215,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.0018942062336604,1.0,3.5795454545454546,1.3927227101631117,1.689922480620155,1.3168627450980392,1.7078651685393258,8,5,2005,2006,1.1510791366906474,1.1824817518248176,2.816901408450704,1.9054333333333333,1.3021582733812949,380.0,2.674772036474164,2.187843137254902,1.9683149303888623,2.8392857142857144,2.578125,1.2068181818181818,1.1636690647482015,0,1.167832167832168,0,1158,1158,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1158,1218,0,2376,0,0,3,1,4,1,1.751304347826087,9,1.9470588235294117,1,1.573764258555133,2.1064814814814814,2005.0,1.4074074074074074,3,853,1.761658031088083,1.5740740740740742,1.518018018018018,240,154,0,0,0,0,,,,0,11,2006,2.1322964239551916,2.351923076923077,325300
21,22,45,1.6131191432396252,57.0,7449,1.4266958424507659,1.0,1.0,1.0,1.1854545454545455,1.0,1.0,1.1704545454545454,1.3927227101631117,1.689922480620155,1.3168627450980392,1.0,7,7,1930,1950,1.1510791366906474,1.1824817518248176,1.9569507042253522,1.3142857142857143,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.9683149303888623,1.2098214285714286,2.578125,1.0,1.1636690647482015,0,1.167832167832168,0,637,637,2.268965517241379,2.2379310344827585,1.7142857142857142,1.7164179104477613,1108,0,0,1108,0,0,1,0,3,1,1.751304347826087,6,1.9470588235294117,1,1.573764258555133,1.712962962962963,1930.0,1.0,1,280,1.761658031088083,1.5740740740740742,1.0,0,0,205,0,0,0,,GdPrv,,0,6,2007,1.3614821197759586,1.5384615384615385,139400
22,23,20,2.3293172690763053,75.0,9742,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,2.2409090909090907,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,8,5,2002,2002,1.2697841726618706,1.1824817518248176,2.816901408450704,1.9054333333333333,1.3021582733812949,281.0,2.674772036474164,2.187843137254902,1.9683149303888623,1.7149107142857143,2.578125,1.0,1.1636690647482015,0,1.167832167832168,0,1777,1777,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1795,0,0,1795,0,0,2,0,3,1,1.751304347826087,7,1.9470588235294117,1,1.573764258555133,1.712962962962963,2002.0,1.4074074074074074,2,534,1.761658031088083,1.5740740740740742,1.518018018018018,171,159,0,0,0,0,,,,0,9,2008,1.3614821197759586,1.5384615384615385,230000
23,24,120,1.6131191432396252,44.0,4224,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,1.0,1.3927227101631117,1.689922480620155,1.3505882352941176,1.3910112359550562,5,7,1976,1976,1.1510791366906474,1.1824817518248176,3.3309859154929575,2.2738095238095237,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.9683149303888623,1.7149107142857143,2.578125,1.0,1.5377697841726619,840,1.167832167832168,0,200,1040,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,1060,0,0,1060,1,0,1,0,3,1,1.191304347826087,6,1.9470588235294117,1,1.4258555133079849,1.712962962962963,1976.0,1.0,2,572,1.761658031088083,1.5740740740740742,1.518018018018018,100,110,0,0,0,0,,,,0,6,2007,1.3614821197759586,1.5384615384615385,129900
24,25,20,2.3293172690763053,,8246,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.0,1.0,1.5340909090909092,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,5,8,1968,2001,1.1510791366906474,1.1824817518248176,2.358450704225352,1.5309523809523808,1.0287769784172662,0.0,1.6954407294832827,1.977124183006536,1.3586173787806048,1.2098214285714286,2.578125,1.1847402597402596,1.0215827338129497,188,1.2230769230769232,668,204,1060,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1060,0,0,1060,1,0,1,0,3,1,1.751304347826087,6,1.9470588235294117,1,1.4258555133079849,1.712962962962963,1968.0,1.0,1,270,1.761658031088083,1.5740740740740742,1.518018018018018,406,90,0,0,0,0,,MnPrv,,0,5,2010,1.3614821197759586,1.5384615384615385,154000
25,26,20,2.3293172690763053,110.0,14230,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0018942062336604,1.0,3.5795454545454546,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,8,5,2007,2007,1.1510791366906474,1.1824817518248176,2.816901408450704,1.9054333333333333,1.7758201438848922,640.0,2.674772036474164,2.187843137254902,1.9683149303888623,1.7149107142857143,2.578125,1.0,1.1636690647482015,0,1.167832167832168,0,1566,1566,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1600,0,0,1600,0,0,2,0,3,1,1.751304347826087,7,1.9470588235294117,1,1.573764258555133,1.712962962962963,2007.0,1.4074074074074074,3,890,1.761658031088083,1.5740740740740742,1.518018018018018,0,56,0,0,0,0,,,,0,7,2009,1.3614821197759586,1.5384615384615385,256300
26,27,20,2.3293172690763053,60.0,7200,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0018942062336604,1.0,1.5909090909090908,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,5,7,1951,2000,1.1510791366906474,1.1824817518248176,1.9569507042253522,1.3142857142857143,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.1847402597402596,1.0007194244604316,234,1.0402097902097902,486,180,900,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,900,0,0,900,0,1,1,0,3,1,1.751304347826087,5,1.9470588235294117,0,,1.1990740740740742,2005.0,1.0,2,576,1.761658031088083,1.5740740740740742,1.518018018018018,222,32,0,0,0,0,,,,0,5,2010,1.3614821197759586,1.5384615384615385,134800
27,28,20,2.3293172690763053,98.0,11478,1.4266958424507659,,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,3.5795454545454546,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,8,5,2007,2008,1.1510791366906474,1.1824817518248176,2.816901408450704,1.9054333333333333,1.7758201438848922,200.0,2.674772036474164,2.187843137254902,1.9683149303888623,2.8392857142857144,2.578125,1.0,1.5377697841726619,1218,1.167832167832168,0,486,1704,2.268965517241379,2.2379310344827585,1.7142857142857142,2.537313432835821,1704,0,0,1704,1,0,2,0,3,1,1.751304347826087,7,1.9470588235294117,1,1.573764258555133,1.712962962962963,2008.0,1.4074074074074074,3,772,1.761658031088083,1.5740740740740742,1.518018018018018,0,50,0,0,0,0,,,,0,5,2010,1.3614821197759586,1.5384615384615385,306000
28,29,20,2.3293172690763053,47.0,16321,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.247746520765823,1.0,1.5909090909090908,1.3927227101631117,1.689922480620155,1.3168627450980392,1.3910112359550562,5,6,1957,1997,1.1510791366906474,1.1824817518248176,1.9577464788732395,1.3214285714285714,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.3586173787806048,1.2098214285714286,2.578125,1.4738636363636364,1.0007194244604316,1277,1.167832167832168,0,207,1484,2.268965517241379,1.5517241379310345,1.7142857142857142,2.537313432835821,1600,0,0,1600,1,0,1,0,2,1,1.191304347826087,6,1.9470588235294117,2,1.573764258555133,1.712962962962963,1957.0,1.4074074074074074,1,319,1.761658031088083,1.5740740740740742,1.518018018018018,288,258,0,0,0,0,,,,0,12,2006,1.3614821197759586,1.5384615384615385,207500
29,30,30,1.6131191432396252,60.0,6324,1.4266958424507659,,1.2945205479452055,1.1685796269727404,1.1854545454545455,1.0,1.0,1.4125,1.1710581346716855,1.0,1.3168627450980392,1.3910112359550562,4,6,1927,1950,1.1510791366906474,1.1824817518248176,1.9577464788732395,1.3214285714285714,1.0287769784172662,0.0,1.6954407294832827,2.187843137254902,1.2025924147863658,1.2098214285714286,2.578125,1.0,1.1636690647482015,0,1.167832167832168,0,520,520,2.268965517241379,1.4195402298850575,1.0,2.537313432835821,520,0,0,520,0,0,1,0,1,1,1.0,4,1.9470588235294117,0,,1.1990740740740742,1920.0,1.0,1,240,1.1917098445595855,1.5740740740740742,1.518018018018018,49,0,87,0,0,0,,,,0,5,2008,1.3614821197759586,1.5384615384615385,68500
30,31,70,1.0,50.0,8500,1.4266958424507659,1.4435146443514644,1.0,1.1685796269727404,1.1854545454545455,1.0,1.0,1.1704545454545454,1.1710581346716855,1.689922480620155,1.3168627450980392,1.7078651685393258,4,4,1920,1950,1.0,1.1824817518248176,2.334507042253521,1.5238095238095237,1.0287769784172662,0.0,1.6954407294832827,1.2516339869281046,1.2025924147863658,1.2098214285714286,2.578125,1.0,1.1636690647482015,0,1.167832167832168,0,649,649,2.268965517241379,1.5517241379310345,1.0,2.537313432835821,649,668,0,1317,0,0,1,0,3,1,1.191304347826087,6,1.9470588235294117,0,,1.1990740740740742,1920.0,1.0,1,250,1.761658031088083,1.0602222222222222,1.0,0,54,172,0,0,0,,MnPrv,,0,7,2008,1.3614821197759586,1.5384615384615385,40000
